timestamp,agent_name,instantaneous_rps,avg_rps_1min,avg_rps_5min,peak_rps,throughput_efficiency,request_success_rate,bandwidth_utilization_mbps
1760189888,hybrid_dqn_ppo,119.6,119.6,119.6,405.6,11.961,0.9900,1.15
1760189888,hybrid_dqn_ppo,86.5,103.1,103.1,405.6,8.652,0.9839,0.83
1760189888,hybrid_dqn_ppo,52.8,86.3,86.3,405.6,5.279,0.9797,0.51
1760189888,hybrid_dqn_ppo,212.2,117.8,117.8,405.6,21.217,0.9900,2.04
1760189888,hybrid_dqn_ppo,239.6,142.1,142.1,405.6,23.961,0.9900,2.30
1760189888,hybrid_dqn_ppo,91.1,133.6,133.6,405.6,9.115,0.9900,0.88
1760189888,hybrid_dqn_ppo,77.6,126.6,125.6,405.6,7.761,0.9900,0.75
1760189888,hybrid_dqn_ppo,85.3,126.4,120.6,405.6,8.532,0.9900,0.82
1760189888,hybrid_dqn_ppo,147.4,142.2,123.6,405.6,14.740,0.9900,1.42
1760189888,hybrid_dqn_ppo,98.7,123.3,121.1,405.6,9.867,0.9900,0.95
1760189888,hybrid_dqn_ppo,150.0,108.4,123.7,405.6,14.996,0.9900,1.44
1760189888,hybrid_dqn_ppo,296.3,142.5,138.1,405.6,29.627,0.9900,2.84
1760189888,hybrid_dqn_ppo,62.4,140.0,132.3,405.6,6.245,0.9900,0.60
1760189888,hybrid_dqn_ppo,248.8,167.3,140.6,405.6,24.878,0.9900,2.39
1760189888,hybrid_dqn_ppo,358.4,202.4,155.1,405.6,35.837,0.9900,3.44
1760189888,hybrid_dqn_ppo,214.1,221.7,158.8,405.6,21.413,0.9900,2.06
1760189888,hybrid_dqn_ppo,173.5,225.6,159.7,405.6,17.353,0.9900,1.67
1760189888,hybrid_dqn_ppo,288.1,224.2,166.8,405.6,28.810,0.9900,2.77
1760189888,hybrid_dqn_ppo,125.7,234.8,164.6,405.6,12.573,0.9900,1.21
1760189888,hybrid_dqn_ppo,78.8,206.4,160.3,405.6,7.882,0.8968,0.76
1760189888,hybrid_dqn_ppo,44.6,154.1,154.8,405.6,4.459,0.8960,0.43
